memo,sim1,sim2,sim3,sim4,sim5,sim6,simp,vendor,ext1,accuracy,ext2,accuracy,ext3,accuracy,ext4,accuracy,failed,output,accuracy
DUC LOI SUPERMARKET SAN FRANCIS 10156320171 4155511772,DUC LOI SUPERMARKET10156320171 4155511772,DUC LOI SUPERMARKET SAN FRANCIS,,DUC LOI SUPERMARKET SAN FRANCIS 10156320171 4155511772,,,DUC LOI SUPERMARKET10156320171 4155511772,Duc Loi Supermarket,,0.0,,0.0,,0.0,,0.0,,DUC LOI SUPERMARKET10156320171 4155511772,0.6333333333333333
EAT24 *THE CREAMERY EAT24 *THE CREAMERY 8778504024 CA Ref5542950ADJH Crd0653 Dt11/28,EAT24 *THE CREAMERY EAT24 *THE CREAMERY 87785040245542950ADJH 0653 Dt11/28,,EAT24 *THE CREAMERY EAT24 *THE CREAMERY 8778504024 CA ADJH,EAT24 *THE CREAMERY EAT24 *THE CREAMERY 8778504024 CA Ref5542950ADJH Crd0653 Dt11/28,THE CREAMERY 8778504024 CA Ref5542950ADJH Crd0653 Dt11/28,,EAT24 *THE CREAMERY EAT24 *THE CREAMERY 87785040245542950ADJH 0653 Dt11/28,The Creamery,,0.0,EAT24 *THE CREAMERY ,0.75,,0.0,,0.0,,EAT24 *THE CREAMERY ,0.75
EB AI FRONTIERS EB AI FRONTIERS CONFE 8014137200 CA Ref55429509KLR Crd0653 Dt11/02,EB AI FRONTIERS EB AI FRONTIERS CONFE 801413720055429509KLR 0653 Dt11/02,EB AI FRONTIERS EB AI FRONTIERS,EB AI FRONTIERS EB AI FRONTIERS CONFE 8014137200 CA KLR,EB AI FRONTIERS EB AI FRONTIERS CONFE 8014137200 CA Ref55429509KLR Crd0653 Dt11/02,,,EB AI FRONTIERS EB AI FRONTIERS CONFE 801413720055429509KLR 0653 Dt11/02,AI Frontiers Conference,,0.0,EB AI FRONTIERS ,0.6666666666666666,,0.0,,0.0,extracted,EB AI FRONTIERS ,0.6666666666666666
EDS LOBSTER BAR 6500NEW YORK NY 10156320171 2123433236,EDS LOBSTER BAR 6500NEW YORK10156320171 2123433236,EDS LOBS,,EDS LOBSTER BAR 6500NEW YORK NY 10156320171 2123433236,,,EDS LOBSTER BAR 6500NEW YORK10156320171 2123433236,"""Ed's Lobster Bar""",,0.0,,0.0,,0.0,,0.0,extracted,EDS LOBSTER BAR 6500NEW YORK10156320171 2123433236,0.4411764705882353
EE TOP UP EE TOP UP VESTA 08081686076 IE Ref1542595AB00 Crd9449 Dt11/25,EE TOP UP EE TOP UP VESTA 08081686076 IE 1542595AB00 9449 Dt11/25,EE TOP UP EE TOP UP VES,EE TOP UP EE TOP UP VESTA 08081686076 IE AB00,EE TOP UP EE TOP UP VESTA 08081686076 IE Ref1542595AB00 Crd9449 Dt11/25,,,EE TOP UP EE TOP UP VESTA 08081686076 IE 1542595AB00 9449 Dt11/25,EE Limited,,0.0,EE TOP UP ,0.4,,0.0,,0.0,,EE TOP UP ,0.4
ENNEAGRAM RHETI,,ENNEAGRAM RHETI,,ENNEAGRAM RHETI,,,ENNEAGRAM RHETI,The Enneagram Institute,,0.0,,0.0,ENNEAGRAM RHETI,0.631578947368421,,0.0,extracted,ENNEAGRAM RHETI,0.631578947368421
ENTERPRISE RENT-A-CASAN FRANCIS D788356 4155225900,ENTERPRISE RENT-A-CASAN FRANCIS D788356 4155225900,ENTERPRISE RENT-A-CASAN FRANCIS,,ENTERPRISE RENT-A-CASAN FRANCIS D788356 4155225900,,,ENTERPRISE RENT-A-CASAN FRANCIS D788356 4155225900,Enterprise Rent-a-Car,,0.0,,0.0,,0.0,,0.0,extracted,ENTERPRISE RENT-A-CASAN FRANCIS D788356 4155225900,0.5915492957746479
ENVATO            613-837-6628 U POS Debit,ENVATO 613-837-6628 U POS ,ENVATO            613-837-6628 U POS Debit,,ENVATO            613-837-6628 U POS Debit,,,ENVATO 613-837-6628 U POS ,Envato,,0.0,,0.0,,0.0,,0.0,,ENVATO 613-837-6628 U POS ,0.375
EURONET PAY & EURONET PAY & TRANSACT MILANO IT Ref55256109R2Y Crd9449 Dt11/08,EURONET PAY & EURONET PAY & TRANSACT MILANO IT 55256109R2Y 9449 Dt11/08,EURONET PAY & EURONET PAY & TRANS,EURONET PAY & EURONET PAY & TRANSACT MILANO IT R2Y,EURONET PAY & EURONET PAY & TRANSACT MILANO IT Ref55256109R2Y Crd9449 Dt11/08,,,EURONET PAY & EURONET PAY & TRANSACT MILANO IT 55256109R2Y 9449 Dt11/08,Euronet,,0.0,EURONET PAY & ,0.6666666666666666,,0.0,,0.0,,EURONET PAY & ,0.6666666666666666
"EXO, INC. 8443967768 EXO, INC. 8443967768 NY Ref55429509TJH Crd9960 Dt11/09","EXO, INC. 8443967768 EXO, INC. 844396776855429509TJH 9960 Dt11/09",,"EXO, INC. 8443967768 EXO, INC. 8443967768 NY TJH","EXO, INC. 8443967768 EXO, INC. 8443967768 NY Ref55429509TJH Crd9960 Dt11/09",,EXO INC. 8443967768 EXO INC. 8443967768 NY Ref55429509TJH Crd9960 Dt11/09,"EXO, INC. 8443967768 EXO, INC. 844396776855429509TJH 9960 Dt11/09",Exo Inc,,0.0,"EXO, INC. ",0.8235294117647058,,0.0,"EXO,",0.5454545454545454,extracted,"EXO,",0.5454545454545454
"EXO, INC. 8443967768 EXO, INC. 8443967768 NY Ref5542950ADJH Crd9960 Dt11/29","EXO, INC. 8443967768 EXO, INC. 84439677685542950ADJH 9960 Dt11/29",,"EXO, INC. 8443967768 EXO, INC. 8443967768 NY ADJH","EXO, INC. 8443967768 EXO, INC. 8443967768 NY Ref5542950ADJH Crd9960 Dt11/29",,EXO INC. 8443967768 EXO INC. 8443967768 NY Ref5542950ADJH Crd9960 Dt11/29,"EXO, INC. 8443967768 EXO, INC. 84439677685542950ADJH 9960 Dt11/29",Exo Inc,,0.0,"EXO, INC. ",0.8235294117647058,,0.0,"EXO,",0.5454545454545454,extracted,"EXO,",0.5454545454545454
FARM AT THE CARNEROSNAPA CA 0000059004 0000059004 94559,FARM AT THE CARNEROSNAPA0000059004 0000059004 94559,FARM AT THE CARNEROS,,FARM AT THE CARNEROSNAPA CA 0000059004 0000059004 94559,,,FARM AT THE CARNEROSNAPA0000059004 0000059004 94559,FARM at Carneros,,0.0,,0.0,,0.0,,0.0,extracted,FARM AT THE CARNEROSNAPA0000059004 0000059004 94559,0.47761194029850745
FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA Ref55432869N5S Crd0653 Dt11/06,FARM FRESH TO FARM FRESH TO YOU 800-796-600955432869N5S 0653 Dt11/06,FARM FRESH TO FARM FRES S  06,FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA N5S,FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA Ref55432869N5S Crd0653 Dt11/06,,,FARM FRESH TO FARM FRESH TO YOU 800-796-600955432869N5S 0653 Dt11/06,Farm Fresh to You,,0.0,FARM FRESH TO ,0.9032258064516129,,0.0,,0.0,,FARM FRESH TO ,0.9032258064516129
FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA Ref5543286A45S Crd0653 Dt11/20,FARM FRESH TO FARM FRESH TO YOU 800-796-60095543286A45S 0653 Dt11/20,FARM FRESH TO FARM FRES S  20,FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA A45S,FARM FRESH TO FARM FRESH TO YOU 800-796-6009 CA Ref5543286A45S Crd0653 Dt11/20,,,FARM FRESH TO FARM FRESH TO YOU 800-796-60095543286A45S 0653 Dt11/20,Farm Fresh to You,,0.0,FARM FRESH TO ,0.9032258064516129,,0.0,,0.0,extracted,FARM FRESH TO ,0.9032258064516129
FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI Ref0554400A802 Crd3846 Dt11/24,FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI 0554400A802 3846 Dt11/24,FATHERS OFFICE MELBOURNE FATHERS,FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI A802,FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI Ref0554400A802 Crd3846 Dt11/24,,,FATHERS OFFICE MELBOURNE FATHERS OFFICE MELBOURNE VI 0554400A802 3846 Dt11/24,"""Father's Office""",,0.0,FATHERS OFFICE MELBOURNE ,0.6666666666666666,,0.0,,0.0,extracted,FATHERS OFFICE MELBOURNE ,0.6666666666666666
FLORATASSE IAT PAYPAL FLORATASSE IAT PAYPAL AI GRANT,FLORATASSE IAT FLORATASSE IAT AI GRANT,FLORATASSE IAT PAYPAL FLORATASSE IAT PAYPAL AI GRANT,,FLORATASSE IAT PAYPAL FLORATASSE IAT PAYPAL AI GRANT,,,FLORATASSE IAT FLORATASSE IAT AI GRANT,Grant funds,,0.0,FLORATASSE IAT ,0.3076923076923077,,0.0,,0.0,extracted,FLORATASSE IAT ,0.3076923076923077
FormSite,,FormSite,,FormSite,,,FormSite,Formsite,,0.0,,0.0,FormSite,1.0,,0.0,extracted,FormSite,1.0
FORUM COMM CO FORUM COMM CO ACH ITEM 01273369 CONFIANT INC.,FORUM COMM CO FORUM COMM CO ACH ITEM 01273369 CONFIANT INC.,,,FORUM COMM CO FORUM COMM CO ACH ITEM 01273369 CONFIANT INC.,,FORUM COMM CO FORUM COMM CO ACH ITEM 01273369 CONFIANT INC.,FORUM COMM CO FORUM COMM CO ACH ITEM 01273369 CONFIANT INC.,ForumComm,,0.0,FORUM COMM CO ,0.782608695652174,,0.0,FORUM COMM,0.9473684210526315,extracted,FORUM COMM,0.9473684210526315
FROM DDA#80003815768 ON 11/22 AT 14.49 Internet Transfer,FROM DDA#80003815768 ON 11/22 AT 14.49 Internet Transfer,sfer,FROM DDA#80003815768 ON AT 14.49 Internet Transfer,,,FROM DDA#80003815768 ON 11/22 AT 14.49 Internet Transfer,FROM DDA#80003815768 ON 11/22 AT 14.49 Internet Transfer,First Republic transfer,,0.0,,0.0,,0.0,,0.0,extracted,FROM DDA#80003815768 ON 11/22 AT 14.49 Internet Transfer,0.379746835443038
FROM DDA#80003815768 ON 11/30 AT 14.12 Internet Transfer,FROM DDA#80003815768 ON 11/30 AT 14.12 Internet Transfer,sfer,FROM DDA#80003815768 ON AT 14.12 Internet Transfer,,,FROM DDA#80003815768 ON 11/30 AT 14.12 Internet Transfer,FROM DDA#80003815768 ON 11/30 AT 14.12 Internet Transfer,First Republic transfer,,0.0,,0.0,,0.0,,0.0,,FROM DDA#80003815768 ON 11/30 AT 14.12 Internet Transfer,0.379746835443038
FUDDRUCKERS 7423,,FUDDRUCKERS 7423,,FUDDRUCKERS 7423,,,FUDDRUCKERS 7423,Fuddruckers,,0.0,,0.0,FUDDRUCKERS,1.0,,0.0,,FUDDRUCKERS,1.0
GELATISSIMO CQ SYDNEY GELATISSIMO CQ SYDNEY NS Ref0554400A502 Crd3846 Dt11/21,GELATISSIMO CQGELATISSIMO CQNS 0554400A502 3846 Dt11/21,GELATISSIMO CQ SYDNEY GELATISSIMO CQ SYDNEY NS,GELATISSIMO CQ SYDNEY GELATISSIMO CQ SYDNEY NS A502,GELATISSIMO CQ SYDNEY GELATISSIMO CQ SYDNEY NS Ref0554400A502 Crd3846 Dt11/21,,,GELATISSIMO CQGELATISSIMO CQNS 0554400A502 3846 Dt11/21,Gelatissimo,,0.0,,0.0,,0.0,,0.0,extracted,GELATISSIMO CQGELATISSIMO CQNS 0554400A502 3846 Dt11/21,0.3333333333333333
GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 4155780595 NY Ref55429509LLW Crd0653 Dt11/03,GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 415578059555429509LLW 0653 Dt11/03,GENERAL ASS SS,GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 4155780595 NY LLW,GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 4155780595 NY Ref55429509LLW Crd0653 Dt11/03,,,GENERAL ASSEMBLY 4155780595 GENERAL ASSEMBLY 415578059555429509LLW 0653 Dt11/03,General Assembly,,0.0,GENERAL ASSEMBLY ,0.9696969696969697,,0.0,,0.0,,GENERAL ASSEMBLY ,0.9696969696969697
GREEN STAR/CLEANIFY 8664546243 C A            11/23,GREEN STAR/CLEANIFY 8664546243 C A 11/23,GREEN S,GREEN STAR/CLEANIFY 8664546243 C A,GREEN STAR/CLEANIFY 8664546243 C A            11/23,,,GREEN STAR/CLEANIFY 8664546243 C A 11/23,Cleanify,,0.0,,0.0,,0.0,,0.0,extracted,GREEN STAR/CLEANIFY 8664546243 C A 11/23,0.3333333333333333
GUST EQUITY MANAGEMENT 8778877815 NY,GUST EQUITY MANAGEMENT 8778877815 NY,GUS,,GUST EQUITY MANAGEMENT 8778877815 NY,,,GUST EQUITY MANAGEMENT 8778877815 NY,Gust Equity Management,,0.0,,0.0,,0.0,,0.0,,GUST EQUITY MANAGEMENT 8778877815 NY,0.7586206896551724
GUSTO -HPT 175624 ACH Debit,GUSTO -HPT 175624 ACH ,GUS,,GUSTO -HPT 175624 ACH Debit,,,GUSTO -HPT 175624 ACH ,Gusto transfer,,0.0,,0.0,,0.0,,0.0,,GUSTO -HPT 175624 ACH ,0.4444444444444444
GUSTO -TLR 170366 ACH Credit,GUSTO -TLR 170366 ACH ,GUS,,GUSTO -TLR 170366 ACH Credit,,,GUSTO -TLR 170366 ACH ,Gusto,,0.0,,0.0,,0.0,,0.0,,GUSTO -TLR 170366 ACH ,0.37037037037037035
HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN AND NEW YORK NY Ref55421359HQJ Crd3846 Dt11/01,HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN ANDNY 55421359HQJ 3846 Dt11/01,,HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN AND NEW YORK NY HQJ,HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN AND NEW YORK NY Ref55421359HQJ Crd3846 Dt11/01,,,HANDCRAFT KITCHEN AND HANDCRAFT KITCHEN ANDNY 55421359HQJ 3846 Dt11/01,Handcraft Kitchen & Cocktails,,0.0,HANDCRAFT KITCHEN ,0.7659574468085106,,0.0,,0.0,,HANDCRAFT KITCHEN ,0.7659574468085106
HARD ROCK VEGAS STRIP    LAS VEGAS    NV,HARD ROCK VEGAS STRIP NV,HARD ROCK VEGAS STRIP    LAS VEGAS    NV,,HARD ROCK VEGAS STRIP    LAS VEGAS    NV,,,HARD ROCK VEGAS STRIP NV,Hard Rock Hotel,,0.0,,0.0,,0.0,,0.0,extracted,HARD ROCK VEGAS STRIP NV,0.5641025641025641
HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KI SAN FRANCISCO CA Ref0531461A68P Crd9945 Dt11/21,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KICA 0531461A68P 9945 Dt11/21,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KI SAN FRANCIS,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KI SAN FRANCISCO CA A68P,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KI SAN FRANCISCO CA Ref0531461A68P Crd9945 Dt11/21,,,HAZEL SOUTHERN BAR HAZEL SOUTHERN BAR KICA 0531461A68P 9945 Dt11/21,Hazel Southern Bar & Kitchen,,0.0,HAZEL SOUTHERN BAR ,0.8085106382978723,,0.0,,0.0,,HAZEL SOUTHERN BAR ,0.8085106382978723
HEALTH NET DES:HEALTHNE20 ID:DBK,HEALTH NET DES:HEALTHNE20 ID:DBK,HEALTH NET DES ID:DBK,,HEALTH NET DES:HEALTHNE20 ID:DBK,,,HEALTH NET DES:HEALTHNE20 ID:DBK,Healthnet,,0.0,,0.0,,0.0,,0.0,extracted,HEALTH NET DES:HEALTHNE20 ID:DBK,0.3902439024390244
"HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=HEXAGRAM ADVERTISING EXCHANGE INC.; ORG ADDRESS:=104 WEST 27TH STREET 11TH FLOOR NEW YORK, NY 10001 ; BNF ID:=3301009020; BNF NAME:=CONFIANT INC.; BNF ADDRESS:=C/O SPARK LABS833 BROADWAY2ND FLOORNEW","HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=HEXAGRAM ADVERTISING EXCHANGE INC.; ORG ADDRESS:=104 WEST 27TH STREET 11TH FLOOR NEW YORK,10001 ; BNF ID:=3301009020; BNF NAME:=CONFIANT INC.; BNF ADDRESS:=C/O SPARK LABS833 BROADWAY2ND FLOORNEW",HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; S SING EXCHANGE INC.; ORG ADDRESS:=104 WEST S SS:=C/O SPARK  FLOORNEW,,"HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=HEXAGRAM ADVERTISING EXCHANGE INC.; ORG ADDRESS:=104 WEST 27TH STREET 11TH FLOOR NEW YORK, NY 10001 ; BNF ID:=3301009020; BNF NAME:=CONFIANT INC.; BNF ADDRESS:=C/O SPARK LABS833 BROADWAY2ND FLOORNEW",,HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=HEXAGRAM ADVERTISING EXCHANGE INC.; ORG ADDRESS:=104 WEST 27TH STREET 11TH FLOOR NEW YORK NY 10001 ; BNF ID:=3301009020; BNF NAME:=CONFIANT INC.; BNF ADDRESS:=C/O SPARK LABS833 BROADWAY2ND FLOORNEW,"HEXAGRAM ADVERTISING EXCHANGE IN SENDER BNK:=SIL VLY BK SCLA; SENDER ID:=121140399; ORG:=HEXAGRAM ADVERTISING EXCHANGE INC.; ORG ADDRESS:=104 WEST 27TH STREET 11TH FLOOR NEW YORK,10001 ; BNF ID:=3301009020; BNF NAME:=CONFIANT INC.; BNF ADDRESS:=C/O SPARK LABS833 BROADWAY2ND FLOORNEW",Hexagram,,0.0,SENDER ADVERTISING EXCHANGE BNF INC.; BNF ,0.16,,0.0,,0.0,,SENDER ADVERTISING EXCHANGE BNF INC.; BNF ,0.16
HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA Ref5543286A55V Crd8856 Dt11/21,HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA 5543286A55V 8856 Dt11/21,HIS*HISCOX INC 888-202-3007 HIS*HIS,HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA A55V,HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA Ref5543286A55V Crd8856 Dt11/21,HISCOX INC 888-202-3007 GA Ref5543286A55V Crd8856 Dt11/21,,HIS*HISCOX INC 888-202-3007 HIS*HISCOX INC 888-202-3007 GA 5543286A55V 8856 Dt11/21,HISCOX INC,,0.0,HIS*HISCOX INC 888-202-3007 ,0.5263157894736842,,0.0,HIS*HISCOX,0.6,extracted,HIS*HISCOX,0.6
HNDISCOVER ST772,,HNDISCOVER,,HNDISCOVER ST772,,,HNDISCOVER ST772,Hudson News,,0.0,,0.0,HNDISCOVER,0.47619047619047616,,0.0,extracted,HNDISCOVER,0.47619047619047616
HOTEL UTAH SALOON HOTEL UTAH SALOON SAN FRANCISCO CA Ref25536069W2Y Crd3846 Dt11/10,HOTEL UTAH SALOON HOTEL UTAH SALOONCA 25536069W2Y 3846 Dt11/10,HOTEL UTAH SALOON HOTEL UTAH SALOON SAN FRANCIS,HOTEL UTAH SALOON HOTEL UTAH SALOON SAN FRANCISCO CA W2Y,HOTEL UTAH SALOON HOTEL UTAH SALOON SAN FRANCISCO CA Ref25536069W2Y Crd3846 Dt11/10,,,HOTEL UTAH SALOON HOTEL UTAH SALOONCA 25536069W2Y 3846 Dt11/10,Hotel Utah Saloon,,0.0,HOTEL UTAH ,0.7857142857142857,,0.0,,0.0,extracted,HOTEL UTAH ,0.7857142857142857
HUDSONST1712 1712 JAMAICA NY 0014435 BOOK STORE,HUDSONST1712 1712NY 0014435 BOOK STORE,STORE,,HUDSONST1712 1712 JAMAICA NY 0014435 BOOK STORE,,,HUDSONST1712 1712NY 0014435 BOOK STORE,Hudson News,,0.0,,0.0,,0.0,,0.0,extracted,HUDSONST1712 1712NY 0014435 BOOK STORE,0.3673469387755102
IEEE CB CONFERENCE,,IEEE CB CONFERENCE,,IEEE CB CONFERENCE,,,IEEE CB CONFERENCE,IEEE CB CONFERENCE,,0.0,,0.0,IEEE CB CONFERENCE,1.0,,0.0,,IEEE CB CONFERENCE,1.0
Interest Charge on Promotional,Interest Charge on Promotional,Interest Charge on Promotional,,Interest Charge on Promotional,,,Interest Charge on Promotional,American Express,,0.0,,0.0,,0.0,,0.0,extracted,Interest Charge on Promotional,0.17391304347826086
INV 10753 COSTELLO AND SONS Miscellaneous Debit,INV 10753 COSTELLO AND SONS Miscellaneous ,STELLO AND SONS Miscellaneous Debit,,INV 10753 COSTELLO AND SONS Miscellaneous Debit,,,INV 10753 COSTELLO AND SONS Miscellaneous ,Costello & Sons,,0.0,,0.0,,0.0,,0.0,,INV 10753 COSTELLO AND SONS Miscellaneous ,0.49122807017543857
"INVISIONAPP INC ACH INVISIONAPP INC ACH Pmt 5027492502 ClearBrain, Inc.","INVISIONAPP INC ACH INVISIONAPP INC ACH Pmt 5027492502 ClearBrain, Inc.",INVISIONAPP INC ACH INVIS,,"INVISIONAPP INC ACH INVISIONAPP INC ACH Pmt 5027492502 ClearBrain, Inc.",,INVISIONAPP INC ACH INVISIONAPP INC ACH Pmt 5027492502 ClearBrain Inc.,"INVISIONAPP INC ACH INVISIONAPP INC ACH Pmt 5027492502 ClearBrain, Inc.",InVision,,0.0,INVISIONAPP INC ACH ,0.5714285714285714,,0.0,INVISIONAPP,0.8421052631578947,,INVISIONAPP,0.8421052631578947
ITAY HUBARA IAT ITAY HUBARA IAT PAYPAL AI GRANT,ITAY HUBARA IAT ITAY HUBARA IAT AI GRANT,ITAY HUBARA IAT ITAY HUBARA IAT PAYPAL AI GRANT,,ITAY HUBARA IAT ITAY HUBARA IAT PAYPAL AI GRANT,,,ITAY HUBARA IAT ITAY HUBARA IAT AI GRANT,Grant funds,,0.0,ITAY HUBARA IAT ,0.2962962962962963,,0.0,,0.0,extracted,ITAY HUBARA IAT ,0.2962962962962963
JAANUU.COM 8444522688 CA JAANUU.COM 8444522688 CA Ref5542950ADJH Crd6153 Dt11/29,JAANUU.COM 8444522688JAANUU.COM 84445226885542950ADJH 6153 Dt11/29,,JAANUU.COM 8444522688 CA JAANUU.COM 8444522688 CA ADJH,JAANUU.COM 8444522688 CA JAANUU.COM 8444522688 CA Ref5542950ADJH Crd6153 Dt11/29,,JAANUU.COM 8444522688 CA JAANUU.COM 8444522688 CA Ref5542950ADJH Crd6153 Dt11/29,JAANUU.COM 8444522688JAANUU.COM 84445226885542950ADJH 6153 Dt11/29,Jaanuu,,0.0,,0.0,,0.0,,0.0,extracted,JAANUU.COM 8444522688JAANUU.COM 84445226885542950ADJH 6153 Dt11/29,0.16666666666666666
JFK STREET FOOD,,JFK STREET FOOD,,JFK STREET FOOD,,,JFK STREET FOOD,JFK Street Food,,0.0,,0.0,JFK STREET FOOD,1.0,,0.0,,JFK STREET FOOD,1.0
JOEYTHECAT.COM SAN FRANCISCO CA OPSNT_BRLNN 5034907423,JOEYTHECAT.COMCA OPSNT_BRLNN 5034907423,JOEYTHECAT.COM SAN FRANCISCO CA OPS,,JOEYTHECAT.COM SAN FRANCISCO CA OPSNT_BRLNN 5034907423,,JOEYTHECAT.COM SAN FRANCISCO CA OPSNT_BRLNN 5034907423,JOEYTHECAT.COMCA OPSNT_BRLNN 5034907423,Joey the Cat Skeeball,,0.0,,0.0,JOEYTHECAT.COMCA OPSNT_BRLNN,0.5714285714285714,,0.0,extracted,JOEYTHECAT.COMCA OPSNT_BRLNN,0.5714285714285714
KESSLER WINES & SPIRIT   NEW YORK     NY,KESSLER WINES & SPIRIT NY,KESSLER WINES & SPIRIT   NEW YORK     NY,,KESSLER WINES & SPIRIT   NEW YORK     NY,,,KESSLER WINES & SPIRIT NY,Kessler Wines and Spirits,,0.0,,0.0,,0.0,,0.0,extracted,KESSLER WINES & SPIRIT NY,0.84
Khe-Yo,,Khe-Yo,,Khe-Yo,,,Khe-Yo,Khe-Yo,,0.0,,0.0,Khe-Yo,1.0,,0.0,,Khe-Yo,1.0
KIDDO 415-3897789 CA,,,,KIDDO 415-3897789 CA,,,KIDDO 415-3897789 CA,Kiddo,,0.0,,0.0,KIDDO  CA,0.7142857142857143,,0.0,extracted,KIDDO  CA,0.7142857142857143
KINGS WHARF SUPERMKT KINGS WHARF SUPERMKT SYDNEY NS Ref7523090A300 Crd3846 Dt11/19,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKTNS 7523090A300 3846 Dt11/19,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKT SYDNEY NS,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKT SYDNEY NS A300,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKT SYDNEY NS Ref7523090A300 Crd3846 Dt11/19,,,KINGS WHARF SUPERMKT KINGS WHARF SUPERMKTNS 7523090A300 3846 Dt11/19,Kings Wharf Supermarket,,0.0,KINGS WHARF ,0.6857142857142857,,0.0,,0.0,extracted,KINGS WHARF ,0.6857142857142857
KL *WINE MERCHANTS-SSAN FRANCIS 36223273 SAN FRANCISCO,KL *WINE MERCHANTS-SSAN FRANCIS 36223273 SAN FRANCISCO,KL *WINE MERCHANTS-SSAN FRANCIS SAN FRANCISCO,,KL *WINE MERCHANTS-SSAN FRANCIS 36223273 SAN FRANCISCO,WINE MERCHANTS-SSAN FRANCIS 36223273 SAN FRANCISCO,,KL *WINE MERCHANTS-SSAN FRANCIS 36223273 SAN FRANCISCO,K&L Wine Merchants,,0.0,,0.0,,0.0,,0.0,extracted,KL *WINE MERCHANTS-SSAN FRANCIS 36223273 SAN FRANCISCO,0.4722222222222222
KOGI GOGI SAN KOGI GOGI SAN FRANCISCO CA Ref85180899KWG Crd9945 Dt11/02,KOGI GOGI SAN KOGI GOGICA 85180899KWG 9945 Dt11/02,KOGI GOGI SAN KOGI GOGI SAN FRANCIS,KOGI GOGI SAN KOGI GOGI SAN FRANCISCO CA KWG,KOGI GOGI SAN KOGI GOGI SAN FRANCISCO CA Ref85180899KWG Crd9945 Dt11/02,,,KOGI GOGI SAN KOGI GOGICA 85180899KWG 9945 Dt11/02,Kogi Gogi BBQ,,0.0,KOGI ,0.5555555555555556,,0.0,,0.0,,KOGI ,0.5555555555555556
